"","fundamentalism","desconfia","antidemocr"
"1",0.864228000619912,0.171232334739402,0.386871446597251
"2",0.601421024764648,0.862628314386981,0.207162796354947
"3",0.891669043075071,0.965690348175665,0.23285333537123
"4",0.387428569521147,0.631930394365108,0.0867248978184819
"5",0.834687677976856,0.435187504093286,0.0478333441380712
"6",0.600310158301353,0.616412096124657,0.370224548948548
"7",0.96289385429232,0.72597094833521,0.369806637839422
"8",0.907791498018273,0.408720464336563,0.337650887541638
"9",0.68163530019839,0.327836414627888,0.0454275004862351
"10",0.891529215487358,0.369181615487907,0.10168839345956
"11",0.848245701106152,0.558190179017914,0.402767712720941
"12",0.420212591558444,0.64133741439293,0.263328583779886
"13",0.961773742965251,0.518731924214009,0.124120151848835
"14",0.726085191018706,0.44052327387985,0.226166864227706
"15",0.911686846083527,0.996936569864207,0.637407514638659
"16",0.957345725987886,0.705600731189768,0.126322808903964
"17",0.976874112729294,0.55538302702414,0.368071285379792
"18",0.873749887361422,0.434125786224688,0.0329513500447394
"19",0.949778055345859,0.83551662857687,0.184814493463076
"20",0.612771359450801,0.496027859670648,0.214442096864703
"21",0.959176620660374,0.384529394595036,0.0775486722971448
"22",0.881013759105391,0.906883625332333,0.0658049864150324
"23",0.845913212895145,0.725766367203369,0.247297114779406
"24",0.985271521593889,0.416201977857557,0.428945819835492
"25",0.76636730256953,0.449032186010299,0.316547996140001
"26",0.739348246255933,0.492659765260726,0.376738560542163
"27",0.513205695441159,0.994831733099421,0.379536471667791
"28",0.604837467155707,0.664086510171305,0.389402271922892
"29",0.471805258024538,0.398934941830119,0.306059187010814
"30",0.716681440171667,0.913947524718961,0.166405147650695
"31",0.949679712673009,0.712926730149389,0.330461581298901
"32",0.555246503126437,0.939702816662063,0.22951658638726
"33",0.678342764450562,0.68714208927912,0.0905371066900618
"34",0.995014109954212,0.998990664864429,0.83483222969446
"35",0.743578879811232,0.332639390054211,0.39333525001894
"36",0.953427669985399,0.395398733197235,0.320990804405446
"37",0.686486142233624,0.782134974553174,0.454595914960952
"38",0.520621492384073,0.332467443776138,0.348855220519183
"39",0.511800951383872,0.939956275889742,0.226808749447518
"40",0.874583268208632,0.639433487292388,0.456505025621019
"41",0.790705521372916,0.426446902856142,0.328492204577916
"42",0.702502732180237,0.639945417882359,0.338765748727584
"43",0.995192386997192,0.398484508094877,0.57698420134395
"44",0.753042436660691,0.66260061559476,0.332665049544152
"45",0.472872018392543,0.609842293421512,0.173278271930267
"46",0.767686083578743,0.641494797222601,0.479699468827577
"47",0.790568715942389,0.779584818929025,0.367138556740179
"48",0.416147425331663,0.645007508136607,0.584422668528551
"49",0.398659990769794,0.728251984521382,0.260578200431572
"50",0.240608492309814,0.667101177287404,0.481976125336218
"51",0.898855847451824,0.917767077856938,0.419675545358555
"52",0.671734971535219,0.941782026398705,0.347142540394235
"53",0.311934981055014,0.915186980245321,0.0216065772669951
"54",0.544348611254152,0.757456675086115,0.155731618568244
"55",0.892739648022694,0.992592845162828,0.393331316250842
"56",0.523456723250194,0.93662391985978,0.413008217504618
"57",0.452740670442959,0.729631255957409,0.308492591569227
"58",0.941556790840173,0.724340174222512,0.235749919349354
"59",0.415009727730874,0.658797720617219,0.00794064558342501
"60",0.961540232584777,0.497957197058895,0.135109485792008
"61",0.688981240953901,0.642078966700775,0.477390158318008
"62",0.0258769136348554,0.668388902649738,0.469319214948461
"63",0.797044046803796,0.969107532132893,0.38325451130634
"64",0.886145157799162,0.705597587230051,0.471558647627776
"65",0.792669088932249,0.728635106097481,0.288279293591735
"66",0.825650538767477,0.451228500417863,0.504211770029772
"67",0.788391186713754,0.472508527021207,0.31292088884839
"68",0.995131254269189,0.398455856122477,0.576377952985715
"69",0.691414031728203,0.376437079717165,0.505516810648738
"70",0.867872181701819,0.611364645045984,0.523513401268527
"71",0.642599040470657,0.662842778046255,0.273704849995674
"72",0.75074778531424,0.706990238248558,0.466289998329113
"73",0.893133916560218,0.441356726357961,0.520269787170242
"74",0.857087946911422,0.961842938165565,0.303075872049101
"75",0.509448747356239,0.730128271452981,0.329219417182162
"76",0.950785335639329,0.754779248859087,0.367773977171932
"77",0.732828021402579,0.662686347762733,0.383808544700704
"78",0.360463316917925,0.611651896069518,0.286508607107308
"79",0.953072434283451,0.917096370147818,0.415694463752299
"80",0.960977652499861,0.535168263419116,0.135396299289029
"81",0.697594047971462,0.643211544394747,0.598765855999658
"82",0.642493346262963,0.888857362462532,0.370341915781434
"83",0.897049900991306,0.328849585711234,0.149718453279483
"84",0.708414635539014,0.753139645138596,0.0680797015050878
"85",0.899031780929636,0.657232974785672,0.107979745546348
"86",0.903520571731154,0.410571401350508,0.262820006902725
"87",0.919413069445337,0.610915923335239,0.523651478478585
"88",0.997252158309983,0.896139948419499,0.711772395972583
"89",0.894120408466818,0.856196622171477,0.240042133557612
"90",0.972281232378495,0.5835515226941,0.310927998046598
"91",0.762546245573163,0.605085497241563,0.0401923963373157
"92",0.777723173311111,0.434486817653117,0.153739132572473
"93",0.28722712105916,0.636879278683473,0.0588938417983551
"94",0.721592168566504,0.211240558391572,0.129510448756143
"95",0.951650716524951,0.637702036474273,0.337890879101302
"96",0.958078288328733,0.604988761324124,0.117785159583964
"97",0.858350527386951,0.253356194148115,0.172728713809595
"98",0.941390233900553,0.609340662984585,0.345100767503485
"99",0.961454588056116,0.42975893535768,0.272658113637064
"100",0.94389749531047,0.423136071497012,0.191568096349459
"101",0.935921630538852,0.634553120579639,0.12961031861402
"102",0.660571918539091,0.397772677514198,0.316557468417
"103",0.566970968084722,0.639694909176265,0.318042727561197
"104",0.789892745233592,0.330503344302324,0.313747933289658
"105",0.51482192638579,0.704346344439078,0.18437019627548
"106",0.724739025298782,0.636979966821951,0.238058136723706
"107",0.672501604945087,0.328384670614932,0.1519343410192
"108",0.451800212017085,0.409579599807037,0.0188177182499592
"109",0.731763609936594,0.636407729170306,0.174390987482849
"110",0.825125536742968,0.634787071557213,0.114139592475181
"111",0.738708110104207,0.609043685129722,0.258541882630529
"112",0.840089081793515,0.393480616164944,0.111013792331021
"113",0.723976129126897,0.447678258434079,0.184377610493407
"114",0.619736148315653,0.450984959056985,0.233923330751819
"115",0.964041798406987,0.116164194150142,0.24923642720076
"116",0.890083224290802,0.658347298489855,0.0857548893792143
"117",0.953043787328115,0.659084789420632,0.209419824226349
"118",0.899944101866607,0.66020616574745,0.266689845798773
"119",0.833185444700495,0.657761372257857,0.0631467975402033
"120",0.820489309858932,0.723998903522261,0.0659270979042335
"121",0.637659903052673,0.659285478127852,0.0589229344165017
"122",0.833766114553989,0.658263421734312,0.0736796824490834
"123",0.726490555428232,0.887526722873218,0.314395210331564
"124",0.619581987040275,0.93962816603902,0.196046090654936
"125",0.556776614153551,0.889527699872552,0.324810812770331
"126",0.965634096200465,0.938545919553206,0.280790238740403
"127",0.506980305422016,0.361876358814134,0.315289915919519
"128",0.551208731870846,0.353999469419383,0.175246511497546
"129",0.501720081599729,0.663313042298125,0.31069411758186
"130",0.682754326180545,0.916573295703351,0.355754700459512
"131",0.906018480770287,0.990523400805478,0.26534102602456
"132",0.973962998565963,0.945240640050657,0.397101241936937
"133",0.732463586305326,0.448679280648698,0.346722942579012
"134",0.916483762425373,0.0298328033151275,0.347169555387599
"135",0.972949649269573,0.12877528013751,0.226246457552157
"136",0.97873357333262,0.839144793363378,0.579858539341341
"137",0.0885193055229279,0.401448163024041,0.331650511693216
"138",0.920957601927177,0.994246757700561,0.635275237604877
"139",0.900801735818471,0.935133772505748,0.503848082451867
"140",0.950931610268135,0.269497974213301,0.107571369663336
"141",0.612904363564761,0.618134952141404,0.128124342880488
"142",0.938105024872848,0.886528932234467,0.37622613690589
"143",0.917833098108516,0.155070141225979,0.416867948234578
"144",0.793598627237633,0.939012975770163,0.748985827868016
"145",0.849712907888404,0.75511878588865,0.74902282285996
"146",0.96331616206546,0.726168877514158,0.373994630139096
"147",0.595392412644283,0.780292326853049,0.302817586172016
"148",0.564085066885854,0.989313650953794,0.0812036348944945
"149",0.483113431253509,0.435941476431563,0.348001189489377
"150",0.507949986429125,0.94364194688484,0.452513402894003
"151",0.957756552736856,0.628411127454267,0.11828441122583
"152",0.970224715545541,0.943150767405744,0.658307006469793
"153",0.948190783190748,0.913581767648644,0.201287539555375
"154",0.163716660411609,0.690529689745459,0.0227388894152996
"155",1,0.281387837138851,0.609317476042225
"156",0.924201010863287,0.463270745083836,0.398406907123523
"157",0.64999767636908,0.926922718022537,0.645525974875134
"158",0.960141228261613,0.35506484702518,0.397302434257564
"159",0.988063962188278,0.927651666456264,0.722171948329882
"160",0.973038071902181,0.357769314173372,0.262961006811139
"161",0.849468097959984,0.704928883649305,0.397869581783582
"162",0.684790930898476,0.512145973730071,0.441488715072333
"163",0.840278925281821,0.68445771622531,0.369795168548812
"164",0.811342694277776,0.563932299306059,0.0634857415180013
"165",0.1954104691527,0.668372716453266,0.499567493708711
"166",0.687297975008742,0.358823743260382,0.425825418375392
"167",0.975086100075526,0.945516567363261,0.411340444598058
"168",0.968372735268174,0.925927897347044,0.305773105255809
"169",0.735662564754906,0.643321348145486,0.399534738155299
"170",0.755118853728999,0.308255245765177,0.471717373599062
"171",0.749933305722031,0.647326537260008,0.423249170225331
"172",0.896197513913691,0.674913132348923,0.381178821901541
"173",0.456855359811263,0.649042418927052,0.012366041552154
"174",0.697969543200424,0.99820695109998,0.720328747824424
"175",0.386939523019473,0.838031609815449,0.158809848753022
"176",0.917975002222445,0.456115202123458,0.422965327763122
"177",0.274645972482426,0.997189092116828,0.428445874997573
"178",0.68753803834158,0.612722446381897,0.160257878566213
"179",0.777796662766303,0.1848118553964,0.419572348859593
"180",0.857449523959214,0.971280410966204,0.482665781243731
"181",0.888263126871068,0.216181438198537,0.0290497836746045
"182",0.986104644126831,0.8989421015064,0.864195392385284
"183",0.760496307917658,0.942486926177884,0.465517316865477
"184",0.691028783010258,0.397268323633701,0.355918616882183
"185",0.913205792538394,0.39584412649216,0.366585182077309
"186",0.554781179070767,0.84227196845336,0.0346021108123259
"187",0.666220574689999,0.752674434526106,0.480867745867812
"188",0.939009346861086,0.0252969951014191,0.213902541626061
"189",0.945802558040219,0.992398918154306,0.505184264467782
"190",0.968398406392515,0.419204026354777,0.375973159825393
"191",0.914186343999944,0.615511903383652,0.452845739724573
"192",0.936636432607206,0.0680089422325258,0.661167580121213
"193",0.981017133672465,0.939915978634454,0.505659141963623
"194",0.853881151987729,0.609203176426898,0.379261056739894
"195",0.704195113033183,0.410206646069022,0.523965117150227
"196",0.912065856891183,0.606370619557987,0.234314944947023
"197",0.959802580112401,0.143195247610282,0.211738577502475
"198",0.762018778215882,0.558992634275768,0.404133760398689
"199",0.432496426501704,0.70556502353434,0.290848280520509
"200",0.636151404550788,0.641725902424104,0.557161233539567
"201",0.380262353693401,0.862271906930163,0.464475224210204
"202",0.981618188843744,0.924630631308652,0.658249731289758
"203",0.953726161259268,0.661965962205941,0.365654462580558
"204",0.787661848777715,0.542260773509518,0.198015986328627
"205",0.401868523820365,0.399684099417627,0.352509804639604
"206",0.817219092596594,0.636546909896973,0.149236429541152
"207",0.475567201056227,0.39937915420189,0.359699369487194
"208",0.0617016378387703,0.877794268492369,0.214926466578418
"209",0.0763956795845079,0.401231472910712,0.324925895319874
"210",0.384127758821222,0.851488050343247,0.126188231354763
"211",0.565416026637992,0.543399221194679,0.137155479327317
"212",0.53912692069287,0.39977219711418,0.379524105706988
"213",0.0689314550720678,0.340493925764817,0.66946374884033
"214",0.951364689366556,0.518484262071103,0.316414342038797
"215",0.0290229691510062,0.577252002738384,0.336757817616559
"216",0.936671775483176,0.848740963985749,0.170520974339233
"217",0.915164536891977,0.877133650923241,0.158132519480979
"218",0.0783395519961133,0.615978798079919,0.377674650551805
"219",0.905108762330058,0.886500052472102,0.220225503635565
"220",0.0323868774749207,0.40246709204851,0.342511773092176
"221",0.902050578318343,0.848910942142583,0.167698567832744
"222",0.877925310401211,0.901125802681444,0.16369105588482
"223",0.458051216678061,0.645101004432616,0.690849826087468
"224",0.933060258735824,0.831931971721259,0.132339711947219
"225",0.0781708425726066,0.454654533342253,0.350762059889847
"226",0.937342504560327,0.885211110789073,0.199371711128621
"227",0.410836488027094,0.431856948795893,0.617289106666193
"228",0.906596227621455,0.887197204650122,0.234976577574115
"229",0.363471538584144,0.3999081055548,0.350116630405946
"230",0.823901145649725,0.847976674262299,0.177681651455691
"231",0.358113610307697,0.645745044383654,0.685888005480751
"232",0.891665256063106,0.852315814423448,0.211731420469245
"233",0.901657001613489,0.673592820130803,0.55495453538301
"234",0.515524035718924,0.921177182371235,0.211141094407853
"235",0.960091880649538,0.421114149287962,0.108824402519474
