"","fundamentalism","desconfia","promercado","antidemocr"
"1",0.744243702046715,0.604106935778851,0.712819348337374,0.223322939899508
"2",0.875596203002608,0.596654241398145,0.315204808657286,0.773235332986821
"3",0.940999693304827,0.691042902543824,0.513662610067334,0.43701585311254
"4",0.892943185523108,0.821815133727809,0.736510207788075,0.0519010832063698
"5",0.952810513146535,0.817761294061116,0.472318994172906,0.31332721434025
"6",0.908103648828288,0.582083203944007,0.753088827962458,0.203899982125763
"7",0.837935295361107,0.571925684823198,0.728461274334687,0.282136258630367
"8",0.690942874204219,0.809862067422709,0.620160130878858,0.514438955775826
"9",0.885237471120152,0.696784204492183,0.796024790254514,0.045172226447502
"10",0.950203400894454,0.541887124807747,0.245356095966916,0.426784550404928
"11",0.920970068636322,0.191706213480471,0.927346214634573,0.1009343150427
"12",0.982177370133174,0.662574632809822,0.16416111638548,0.223189927752909
"13",0.93754321210667,0.662486945316765,0.509205490753923,0.375587699647902
"14",0.935383563607681,0.552750000842169,0.90154477449713,0.0260523106158906
"15",0.875110845423425,0.547728614259746,0.872197299904034,0.380171936289367
"16",0.675515099749697,0.606171694131514,0.943177328213557,0.104848191500965
"17",0.581316641094127,0.429030282775738,0.84563564941865,0.279863695816104
"18",0.780375277749172,0.422721761085868,0.670820158431101,0.439525052381365
"19",0.919340380424145,0.452203128574686,0.403906398436145,0.477161199070919
"20",0.805283225407412,0.548782695525793,0.613777301782722,0.376455488354808
"21",0.904330888730328,0.391920088485315,0.212161496333401,0.44745022740485
"22",0.57854013705434,0.533493625025858,0.220302389708731,0.46694766751894
"23",0.880272271420323,0.601447059855489,0.789141395107388,0.330169725587633
"24",0.851718234028645,0.763368625142061,0.731649120225004,0.125669778530914
"25",0.833158551019244,0.687317709327967,0.298295527982428,0.417170502300968
"26",0.614403260001949,0.931577571546918,0.973044197991543,0.169166414874438
"27",0.812296728189219,0.547378131915947,0.749625844151705,0.280928249703124
"28",0.0609704965906012,0.657332818302867,0.994351679956445,0.215938497906288
"29",0.338052598684693,0.84117587411629,0.954203649528329,0.0540003246030956
"30",0.91216263346264,0.81218413809229,0.94286545108337,0.229860104265095
"31",0.936124972469179,0.807190489881922,0.295544846540493,0.623445396776738
"32",0.812934991171164,0.537926018594529,0.365453845109314,0.695905698528774
"33",0.714333452846753,0.511040572431758,0.609219577539066,0.166210981071159
"34",0.891265679748447,0.545141528300982,0.516678800907759,0.238607768082667
"35",0.839871940795624,0.603536474122402,0.491589591740924,0.245493623155924
"36",0.811308902409425,0.546711228512989,0.7209109568868,0.137093325032849
"37",0.83692232394736,0.602796525556942,0.313844163788956,0.208540210198223
"38",0.291916786602343,0.806543482353692,0.585984878288982,0.201080423430438
"39",0.882136606726779,0.808374124254519,0.308633452038424,0.475936758451634
"40",0.790921726400248,0.775542032530088,0.149557516406813,0.3119508865112
"41",0.878769214411071,0.75708380614078,0.773938855884709,0.0479830079226269
"42",0.743836984943345,0.751021783869626,0.495453620068705,0.465094060108836
"43",0.783388531144817,0.928315103369196,0.824600161608861,0.534136876217066
"44",0.713240990655144,0.75278342431253,0.65299085524587,0.370368510896957
"45",0.968877958132708,0.927096091977834,0.223749037696719,0.492693082946215
"46",0.915219729472414,0.659042906079754,0.365631339508796,0.272548462225893
"47",0.829806221709234,0.752181244587902,0.412962280293366,0.405653609614396
"48",0.907782875722908,0.653748878021359,0.0101863977745633,0.820693543387629
"49",0.929675272402662,0.753342089792064,0.380671473979907,0.684431204525016
"50",0.794631568015979,0.753422885366418,0.702102107927036,0.423000904727169
"51",0.9217796208094,0.81102477693004,0.51289615473358,0.584361938222573
"52",0.944180153562852,0.669850967965722,0.976889180128734,0.00806145896469079
"53",0.927597020363212,0.723673547873841,0.468732775738084,0.176082544194666
"54",0.926798806997022,0.823335049487283,0.957694040387607,0.0764457026293211
"55",0.937238302619405,0.998068491774991,0.937228022734076,0.144289739084891
"56",1,0.994828220767627,0.371665020102239,0.173851171967729
"57",0.634399724152968,0.982574600408411,0.528583926102273,0.947176384052162
"58",0.708358165805614,0.662508819558477,0.839010683933628,0.327818055435968
"59",0.884634648572669,0.659872649826013,0.571047112295431,0.580918267152228
"60",0.908434399877759,0.602768217469317,0.691529995659622,0.488555805995462
"61",0.836631833334643,0.930289304009256,0.862366323542521,0.735583971725818
"62",0.90351792901707,0.66475806589109,0.91697202130363,0.370942291519996
"63",0.952984849256959,0.87652126866488,0.868364580495789,0.0893444067989784
"64",0.684346827875726,0.868525497890234,0.426926523690933,0.266312322182278
"65",0.649225407927074,0.81696671404216,0.815007106279928,0.26894531026652
"66",0.951818544629936,0.824438826465609,0.957407950527896,0.00655058690747056
"67",0.788430717002611,0.663628255100527,0.773085588977768,0.275049112412901
"68",0.87907712114362,0.631860087263018,0.854165489259877,0.74253568651659
"69",0.319011635275817,0.899785819503141,1,0.113298840487681
"70",0.896392318242688,0.760331137668188,0.969022833107909,0.0785420496529068
"71",0.629488236455094,0.664917398867578,0.951264466028426,0.10519229068672
"72",0.787275353750251,0.723526586468128,0.524983950392372,0.377852947205467
"73",0.390636154805916,0.926927542479359,0.624545540167162,0.4521387005348
"74",0.589136681930721,0.726501420409155,0.877003257477757,0.120200193698322
"75",0.870448882424786,0.996980836418238,0.718919017756712,0.0517653635977542
"76",0.779065121296948,0.988750341138414,0.177761009908613,0.369425045549923
"77",0.774261451462341,0.990434182108423,0.749313486946803,0.533655163216851
"78",0.544135800866265,0.57913572972305,0.827465087729746,0.137109149541766
"79",0.596933002168828,0.831601772537162,0.723587971494109,0.705941590777215
"80",0.850890885938582,0.666729318759726,0.840743778835743,0.10843905682295
"81",0.837868863951678,0.723651177002858,0.587667136287583,0.154447196482961
"82",0.920047641406292,0.662693108352058,0.558761473092232,0.367793541658304
