"","fundamentalism","desconfia","promercado"
"1",0.645859296505315,0.684187839871016,0.446359150893981
"2",0.631351794040458,0.830024655397252,0.634845419976996
"3",0.499475008944984,0.624527041287202,0.715727123953768
"4",0.604089956258524,0.910596032419571,0.427452077081031
"5",0.698955704616959,0.830338136235195,0.768096591773292
"6",0.678902614584989,0.921122489347787,0.764405266944447
"7",0.517009461302587,0.819432275306672,0.643702276309897
"8",0.818491504239625,0.338190985063964,0.694296672833923
"9",0.671157756179285,0.425467672799276,0.515463071964303
"10",0.606460937803604,0.742035872738567,0.897365269251473
"11",0.927406660323472,0.398569313500111,0.497710040439645
"12",0.868469134411119,0.223656149235719,0.312270690680071
"13",0.655511911609166,0.702952933140377,0.392325289572818
"14",0.919322698000459,0.233820685071086,0.0457457636669706
"15",0.703173408881026,0.926685544790524,0.91370611687577
"16",0.917157765757842,0.247962972956744,0.856509610948941
"17",0.72459857320848,0.892785775859832,0.323039887713629
"18",0.956060833092192,0.289429785247376,0.0458850414735732
"19",0.845977656992515,0.628141586841443,0.59299848032403
"20",0.505730878684847,0.837277708777499,0.954639348404039
"21",0.719152962014517,0.814535839757335,0.933542372525895
"22",0.850363141904807,0.896483869826782,0.628913556048674
"23",0.84630059642853,0.902911794990452,0.740913089895761
"24",0.400017211803833,0.73211734931952,0.323638659350103
"25",0.410779061436164,0.935298479397237,0.522949710506177
"26",0.445870456507763,0.472481355888112,0.835975106511233
"27",0.703173408881026,0.926685544790524,0.91370611687577
"28",0.501841093483206,0.933296281857914,0.657306760552984
"29",0.87983241046738,0.780616879523083,0.183436505096241
"30",0.308826525736572,0.619466362177543,0.944929887910636
"31",0.495932676269051,0.849080569197545,0.734343227755134
"32",0.89980124251326,0.362291376266271,0.874634779106674
"33",0.488968731656739,0.642827630338398,0.485008254729269
"34",0.812940178109078,0.341536735467942,0.876159280799197
"35",0.866057203433923,0.209845712083965,0.472182691152037
"36",0.711837920227452,0.433143286666515,0.604972767910416
"37",0.532690516194671,0.749440502146037,0.896165110535722
"38",0.685467890342092,0.527951907095211,0.242747424398137
"39",0.359140176057272,0.964832753064346,0.975406910240644
"40",0.452872848292148,0.690971564749857,0.891640043110706
"41",0.437583349070467,0.95524249471845,0.944728316495487
"42",0.213932725937766,0.957389263878006,0.563167644360562
"43",0.429353676146758,0.819042762084272,0.471243213309027
"44",0.838476381835973,0.709249921904342,0.432844151788146
"45",0.714467465683316,0.908815627433711,0.60234243996789
"46",0.440405364701788,0.668515090825793,0.871653250330333
"47",0.509983910136746,0.920412385203441,0.432819016422019
"48",0.736723400625361,0.843580972802795,0.955751367812595
"49",0.0738961006923356,0.560241812388492,0.24275807840647
"50",0.706165770384696,0.921950908361084,0.831210278867295
"51",0.53206248285099,0.676243435519671,0.766726433571533
"52",0.990169003866787,0.0155550030880003,0.271028839086748
"53",0.897866323382966,0.475329646103527,0.345123388418479
"54",0.850208686489824,0.8967282554846,0.633171707638433
"55",0.856286047976726,0.887112406244634,0.465626099219254
"56",0.877371057306715,0.600062080588739,0.420960786246759
"57",0.666084359856724,0.5772070093776,0.701562113096973
"58",0.550052803638458,0.645543487787778,0.650691678717264
"59",0.797997342018156,0.395200306795533,0.321136939126528
"60",0.806354057183295,0.898554197305313,0.58450725645999
"61",0.792792321227251,0.506456735285505,0.726519756586919
"62",0.616824062652138,0.713973943197747,0.524565840978005
"63",0.515438283866489,0.943585178863723,0.874462597278095
"64",0.584128786212423,0.939181617871765,0.921953578249839
"65",0.744195505257005,0.705672994821064,0.610104859398645
"66",0.81932013372484,0.30165304680436,0.567285909089104
"67",0.846584739916123,0.417688911719178,0.831338764248082
"68",0.905388643926295,0.33582406911417,0.8140147254698
"69",0.935068213465545,0.322645164308967,0.624626529081135
"70",0.536679055463673,0.735481891459509,0.773885727040338
"71",0.896779813049823,0.482486551309545,0.346258015567927
"72",0.865047334120054,0.804010430402634,0.591043427520609
"73",0.755860268156944,0.669589838428996,0.381939197342592
"74",0.755100937027391,0.624616248546494,0.647591482860991
"75",0.801440573233822,0.665033462014173,0.383028825548821
"76",0.575117532485292,0.909474294904713,0.351965393144457
"77",0.796033429940851,0.610505269000925,0.332017475333725
"78",0.885663098770346,0.0120019051816037,0.00792130845882393
"79",0.672924607018836,0.233307051080495,0.544913040520068
"80",0.763477304663589,0.896854508097042,0.472055927870832
"81",0.66657017373373,0.514154752893684,0.210382937328291
"82",0.634040297814075,0.520674017750553,0.561925625271796
"83",0.760677291204434,0.834023686560457,0.953032478971382
"84",0.798358193282044,0.744383019743714,0.881193458484635
"85",0.682575792302485,0.474431363451349,0.896862029860718
"86",0.599008756545047,0.715566909881738,0.520641855391358
"87",0.694121623808011,0.900271746617673,0.404950783137158
"88",0.295917741753693,0.782558581224858,0.644865850213624
"89",0.745769575344399,0.823829961930948,0.735178286126366
"90",0.795060785527231,0.40851382494119,0.433390583005183
"91",0.411767142575192,0.958291439397806,0.952827878563119
"92",0.710063097752434,0.713734991562458,0.695848944207217
"93",0.788628181625053,0.420900143013657,0.521795183680059
"94",0.726453606914377,0.437341890006436,0.840720852771599
"95",0.687183899451737,0.432932778987877,0.684631745264828
"96",0.675598307196146,0.929580093726482,0.91561653148278
"97",0.804601208815189,0.200302147074076,0.308743917095495
"98",0.741803949322016,0.705500223194276,0.602381243190859
"99",0.98810354870015,0.0188230505025069,0.327970974798534
"100",0.749487195745835,0.507413229739883,0.662706140280568
"101",0.927077720130344,0.134684168470169,0.29232253062801
"102",0.813337515060571,0.330191208952059,0.114125927684552
"103",0.977132619754069,0.00240038103632072,0.0015842616917648
"104",0.866528739247071,0.514196406198566,0.457983963068316
"105",0.64565254265949,0.437479525476838,0.560950084195551
"106",0.67481668734914,0.635930541217526,0.836937153091547
"107",0.947604066524209,0.274308165059631,0.430084284155826
"108",0.363443413564347,0.651205357218338,0.404377936756608
"109",0.549930164233904,0.316351817187809,0.463219069071236
"110",0.833418667730796,0.889512787280954,0.467210360911018
"111",0.819851086031101,0.780148468024671,0.483208182750423
"112",0.801734354195045,0.267121783344365,0.865565546557213
"113",0.660055716641585,0.802741160737002,0.602600566594868
"114",0.477510029120861,0.769211609540342,0.738664837186036
"115",0.328211964179044,0.651355195768475,0.892349416149804
"116",0.926460430588172,0.0487946649031148,0.769713945687992
"117",0.763400096600074,0.48911585265704,0.901007408638475
"118",0.383980368921902,0.632425584543964,0.645081968444743
"119",0.869172246288303,0.618472358049517,0.618173061260619
"120",0.673092580973952,0.639677890171545,0.903444880706004
"121",0.550640959135742,0.733758748832644,0.768123820154655
"122",0.919213820678787,0.313949310527842,0.432871090112449
"123",0.710014295027007,0.915861615690818,0.725111044174445
"124",0.743403283745266,0.706926480011629,0.631945461685216
"125",0.58325769003834,0.726348125381195,0.691648449990919
"126",0.86372548453011,0.788475222015581,0.720903184161545
"127",0.739895361291842,0.614893809961718,0.437948931560435
"128",0.683020029240747,0.345894765214697,0.582374873742107
"129",0.853613695279653,0.891340711687127,0.539299676067797
"130",0.859777766081495,0.594117582846563,0.277144703440973
"131",0.762944243096657,0.542966738222053,0.798316427034251
"132",0.818308502996146,0.810399873985309,0.621892980789318
"133",0.776181349094599,0.704493306985318,0.226889510569378
"134",0.891259926909887,0.324397780738935,0.574684463528899
"135",0.914399420254839,0.0340967666722266,0.473379476412253
"136",0.848192627025842,0.658623096986658,0.351814739089426
"137",0.762255758041111,0.544056087360221,0.81729713893818
"138",0.81751031011068,0.914683639608921,0.905784808416946
"139",0.947789961929804,0.112629258427225,0.472389972561766
"140",0.625243443399206,0.73271191568069,0.467702799535668
"141",0.900495076467118,0.309785550408017,0.320082403943851
"142",0.868594296978838,0.683188540316725,0.295970062759142
"143",0.479173578237402,0.456506510460366,0.601369687834956
"144",0.764798071127911,0.511689999383081,0.0895472917063033
"145",0.865686626692703,0.682351390609035,0.404950231880297
"146",0.557236646378087,0.677147748871152,0.831007020649979
"147",0.359777342629949,0.944476048775294,0.597666032117067
"148",0.593540316546355,0.731465882681848,0.806295997659883
"149",0.612061691806721,0.530361861181795,0.279301407885267
"150",0.709164679809944,0.917205911543034,0.748533922469866
"151",0.0936143945538994,0.781054617332851,0.787164803267075
"152",0.606749992030818,0.361271577916515,0.724866458730218
"153",0.931567920810257,0.271337672411804,0.214520389655369
"154",0.888694390101606,0.495279637302367,0.569163483690042
"155",0.826924934287368,0.612317352628702,0.554015955809245
"156",0.316071858918209,0.94906379836255,0.600693966354391
"157",0.752050004462869,0.595662237748996,0.1028599147895
"158",0.827683337156617,0.898587461259377,0.625326584967574
"159",0.688294389873652,0.916446414830191,0.695060786026329
"160",0.833530481176548,0.578801309935926,0.494146012599407
"161",0.254677927785939,0.665826917005628,0.471564998806119
"162",0.949341284870524,0.110174691992001,0.42962184917173
"163",0.624421058204773,0.905254073374838,0.366329870587032
"164",0.665263053876763,0.309231200271639,0.417996551878578
"165",0.671448237624972,0.448072538171842,0.385217738087018
"166",0.857734213601193,0.797954855263072,0.886075378567449
"167",0.767620410613801,0.495364881847803,0.472601496073103
"168",0.896884171981431,0.430708611544186,0.616918563103122
"169",0.686025885024724,0.920035735734408,0.757600759324718
"170",0.856543495731708,0.558543807628659,0.581964726548765
"171",0.923466193169242,0.3072210333193,0.315638251869444
"172",0.869293034456063,0.60740567360715,0.672481409482823
"173",0.373655529132097,0.961274923248895,0.936535253752116
