"","fundamentalism","desconfia","promercado","antidemocr"
"1",0.821431241364007,0.666886640135746,0.761906036821559,0.153302836821834
"2",0.968397984889202,0.668130895727786,0.840173709677404,0.139347385226099
"3",0.842722182506271,0.100541537759376,0.889509949618355,0.635516734122297
"4",0.914113585315379,0.666729069262093,0.957845674960964,0.444687653050287
"5",0.966203942682998,0.667267044710885,0.601326263457027,0.325508909681822
"6",0.988756312527599,0.666671963360771,0.947124792682291,0.621529196219973
"7",0.350600826691131,0.847907023099563,0.578734266335247,0.27854408477252
"8",0.962760769106726,0.667716950453942,0.609657422390891,0.19233340895931
"9",0.971880712009746,0.912879496607319,0.890386272215949,0.128207025971497
"10",0.965434892952709,0.667994011477684,0.738828697913864,0.148797780317525
"11",0.839952196476248,0.954053898459808,0.857232634894742,0.270875558685103
"12",0.610267762312778,0.6653804328477,0.660354333813341,0.0960044733009206
"13",0.97605675081091,0.853507662925504,0.995715940233084,0.151525985757445
"14",0.911826666313532,0.665675277284881,0.837771118322471,0.711301072667387
"15",0.695483674632367,0.997760144028856,0.78748362726121,0.0888142318098113
"16",0.976691299930289,0.665475897746325,0.752813601610141,0.461727066178208
"17",0.696127495453808,0.954946603781985,0.80270405680813,0.119919096061787
"18",0.991030114845561,0.952956311877789,0.65534470095809,0.866494672862739
"19",0.971087720721647,0.532665675752876,0.995217995122469,0.128346648354383
"20",0.970625481248175,0.999257311761573,0.676570332514483,0.240486902383741
"21",0.978997226969492,0.766074192720398,0.971982684636526,0.288546186258736
"22",0.997283826014797,0.825143961209223,0.933984771347785,0.843752096127682
"23",0.976698162512299,0.999993096022193,0.992736341624781,0.116556408759139
"24",0.98503843529738,0.998539422726227,0.826300478711859,0.509274939756947
"25",0.978379940614163,0.754354529112587,0.865445169355808,0.373856337351805
"26",0.981608379039175,0.99942545579308,0.968890199906066,0.282808484457357
"27",0.40515406609921,0.718855456579858,0.704787494024084,0.2495303442438
"28",0.445520028921572,0.66222455802428,0.43347140625638,0.579446525903923
"29",0.543195610247829,0.663568261154074,0.552514837121792,0.438818114098789
"30",0.536637613615353,0.577672318778462,0.696051741851929,0.157007702920011
"31",0.544161178399489,0.909350446364225,0.789006256830904,0.171242381756923
"32",0.546068879022456,0.618403681709724,0.403024264437751,0.675430456317112
"33",0.530832874773662,0.620099247097582,0.47126920481053,0.176911663260138
"34",0.503247985938233,0.676251215870251,0.923775405560797,0.0515830237678847
"35",0.468804800764258,0.675362129341766,0.863361949308474,0.214723360255142
"36",0.714683163296473,0.811333054248172,0.649268463081945,0.43695789089135
"37",0.961048105939351,0.623606053854855,0.634289400896446,0.159549136607448
"38",0.968552231696357,0.33665925960519,0.976773129297028,0.1351740781511
"39",0.957742120807146,0.66767061347503,0.503698791266412,0.170584215811779
"40",0.988095429614979,0.666673413491445,0.952502744821007,0.620888338564119
"41",0.969766231915107,0.722015326718346,0.462336229358256,0.532599948249216
"42",0.97650147410428,1,1,0.115809392036496
"43",0.987958531853217,0.666672419397397,0.952484133716288,0.620866846533753
"44",0.972972955029886,0.668342242986112,0.996648909456143,0.124756114928859
"45",0.972014670697554,0.668335284327775,0.996518631723107,0.124605670716298
