"","fundamentalism","desconfia","promercado","antidemocr"
"1",0.728575483008396,0.994055210704858,0.915700425655166,0.618404055969358
"2",0.129676224555837,0.927889637677513,0.758778418447291,0.0497391266817988
"3",0.683286970676571,0.662477558986706,0.520595045712668,0.354797802739891
"4",0.687910984411565,0.608782245163929,0.693890774516731,0.314308696568753
"5",0.539752340076095,0.576140674753072,0.652972414612857,0.321176867289363
"6",0.69109741829046,0.81064595061015,0.660522326144433,0.39652529250855
"7",0.860430970572662,0.996036204747941,0.654880722307598,0.0198604023660308
"8",0.695081375480315,0.933039167308673,0.478274873438306,0.313549836456975
"9",0.82016450820447,0.3718662317613,0.578905529616835,0.00329450209609886
"10",0.42314619426323,0.753119480177771,0.677381516443307,0.654033010640202
"11",0.678791668787992,0.93617406743693,0.755885859152284,0.352431368661462
"12",0.661609249384259,0.661602121905939,0.398157958221195,0.134528536477678
"13",0.745666161302013,0.989452324255784,0.66610300819052,0.945775694423624
"14",0.728086254592888,0.336227510215644,0.623190199055305,0.64297440321508
"15",0.846195877007521,0.690267820062372,0.0251303656903211,0.886725699130256
"16",0.700071283272038,0.871523217654035,0.610480461794959,0.293117397501258
"17",0.392436600383413,0.982249761201219,0.377351753109569,0.370630924459396
"18",0.65783799614686,0.835498441786395,0.20764188885779,0.0299244769434532
"19",0.528117048571376,0.927784005136379,0.198239003186318,0.0371547119296531
"20",0.33700850318886,0.749023721016701,0.836429514052049,0.146035440179714
"21",0.687078070783916,0.928609970520854,0.52829611442339,0.398764338956224
"22",0.507640332038052,0.656137500958004,0.478327653758247,0.877594842939208
"23",0.507991023183271,0.983291828840141,0.27215162245256,0.302769123995736
"24",0.686269982026614,0.93443582568487,0.612593158782592,0.352863417726894
"25",0.652365329105492,0.987312290391399,0.625866911895736,0.934153015201823
"26",0.785673547293272,0.341593006013048,0.695330790571297,0.333075142154401
"27",0.668487654143686,0.121367662325303,0.433397393118432,0.914958067396638
"28",0.707779204234128,0.816575699827912,0.832765609304073,0.638489568487981
"29",0.698379000951391,0.483474492828134,0.712905215624756,0.072673686545474
"30",0.661921008092488,0.421204225073104,0.445908926909156,0.996885672176265
"31",0.614093203684586,0.992828125267455,0.74321429236119,0.00845003995233577
"32",0.441993046649335,0.421487139633959,0.597428565463439,0.0195346909013082
"33",0.704768876751213,0.726205843425054,0.718160719237738,0.352510428549933
"34",0.673629199242159,0.932586734587076,0.7479017639821,0.130851073892563
"35",0.719659340312621,0.814715812748757,0.260279585406299,0.993416310740922
"36",0.739103329830206,0.929122501992895,0.354540012537214,0.926228606818999
"37",0.586424429938954,0.481132322912682,0.380523507773837,0.360659609448684
"38",0.749011768287368,0.579601985394033,0.875937093231688,0.0434853445363415
"39",0.538978796612157,0.990439461314391,0.798588657856941,0.358072965286823
"40",0.453473380081936,0.750108291703832,0.954036124007705,0.649324838782015
"41",0.680769943051233,0.778637235781318,0.666108678404894,0.888244530930835
"42",0.0787313103031381,0.65599818993959,0.976094429891492,0.668036896785438
"43",0.669731913365257,0.9276604819891,0.34455708948038,0.0499990889416138
"44",0.696615407634864,0.459189791714099,0.601207993251277,0.354778332756885
"45",0.683477424633762,0.938439281654681,0.796504792401035,0.0252123491259519
"46",0.699550864182131,0.99172692424524,0.6587928491295,0.312122143808907
"47",0.7143827303374,0.667077476504858,0.932278216411598,0.618585252625705
"48",0.680202636828954,0.662634298804263,0.521569269861064,0.315288675952381
"49",0.57834167017455,0.92994414767084,0.626029543686652,0.894152447012409
